DateTime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Month,DayOfWeek
2004-03-10 18:00:00,2.6,1360.0,150.0,11.881723488680304,1045.5,166.0,1056.25,113.0,1692.0,1267.5,13.599999904633,48.875000953674,0.7577538251293606,18,3,Wednesday
2004-03-10 19:00:00,2.0,1292.25,112.0,9.397164889581603,954.75,103.0,1173.75,92.0,1558.75,972.25,13.299999952316,47.699999809265,0.7254874492424674,19,3,Wednesday
2004-03-10 20:00:00,2.2,1402.0,88.0,8.997816871326798,939.25,131.0,1140.0,114.0,1554.5,1074.0,11.900000095367,53.97500038147,0.7502390673981953,20,3,Wednesday
2004-03-10 21:00:00,2.2,1375.5,80.0,9.228796421407274,948.25,172.0,1092.0,122.0,1583.75,1203.25,11.0,60.0,0.7867125330859253,21,3,Wednesday
2004-03-10 22:00:00,1.6,1272.25,51.0,6.518223669074141,835.5,131.0,1205.0,116.0,1490.0,1110.0,11.150000095367,59.575000762939,0.7887942318667593,22,3,Wednesday
2004-03-10 23:00:00,1.2,1197.0,38.0,4.741012362478748,750.25,89.0,1336.5,96.0,1393.0,949.25,11.175000190735,59.175000190735,0.7847716643397448,23,3,Wednesday
2004-03-11 00:00:00,1.2,1185.0,31.0,3.624399189797516,689.5,62.0,1461.75,77.0,1332.75,732.5,11.324999809265,56.77499961853,0.7603119392843289,0,3,Thursday
2004-03-11 01:00:00,1.0,1136.25,31.0,3.3266769916608,672.0,62.0,1453.25,76.0,1332.75,729.5,10.674999952316,60.0,0.7702384578230451,1,3,Thursday
2004-03-11 02:00:00,0.9,1094.0,24.0,2.3394161950867094,608.5,45.0,1579.0,60.0,1276.0,619.5,10.650000095367,59.674999237061,0.7648187256861201,2,3,Thursday
2004-03-11 03:00:00,0.6,1009.75,19.0,1.6966582576513225,560.75,33.0,1705.0,47.0,1234.75,501.25,10.250000238419,60.200000762939,0.7516571648306898,3,3,Thursday
2004-03-11 04:00:00,0.6499999999999999,1011.0,14.0,1.2936197573720989,526.75,21.0,1817.5,34.0,1196.75,445.25,10.075000047684,60.474999427795,0.7464945161292466,4,3,Thursday
2004-03-11 05:00:00,0.7,1066.0,8.0,1.1334305711878574,512.0,16.0,1918.0,28.0,1182.0,421.75,10.999999761581,56.175000190735,0.7365596001806396,5,3,Thursday
2004-03-11 06:00:00,0.7,1051.75,16.0,1.6037678797288073,553.25,34.0,1738.25,48.0,1221.25,471.5,10.450000047684,58.125,0.7352950830247281,6,3,Thursday
2004-03-11 07:00:00,1.1,1144.0,29.0,3.2436181473100727,667.0,98.0,1489.75,82.0,1339.0,729.75,10.200000047684,59.599999427795,0.7417361628563275,7,3,Thursday
2004-03-11 08:00:00,2.0,1333.25,64.0,8.013772987090615,899.75,174.0,1136.0,112.0,1517.0,1101.5,10.75,57.425000190735,0.7407945757399766,8,3,Thursday
2004-03-11 09:00:00,2.2,1351.0,87.0,9.540642925320222,960.25,129.0,1079.0,101.0,1582.75,1027.75,10.5,60.599998474121,0.7691107927579083,9,3,Thursday
2004-03-11 10:00:00,1.7,1233.25,77.0,6.335782437222818,827.25,112.0,1218.0,98.0,1445.75,859.75,10.799999952316,58.35000038147,0.7551830826522904,10,3,Thursday
2004-03-11 11:00:00,1.5,1178.75,43.0,4.971583761462568,762.0,95.0,1327.5,92.0,1361.75,670.5,10.499999761581,57.925000190735,0.7351607796315153,11,3,Thursday
2004-03-11 12:00:00,1.6,1236.0,61.0,5.216918999884966,774.25,104.0,1301.25,95.0,1401.25,664.0,9.5249998569489,66.774998664856,0.7950537885142038,12,3,Thursday
2004-03-11 13:00:00,1.9,1285.5,63.0,7.26993335753569,868.5,146.0,1162.25,112.0,1536.75,799.0,8.299999833107,76.425001144409,0.8392680677502771,13,3,Thursday
2004-03-11 14:00:00,2.9,1371.0,164.0,11.539007213563714,1033.5,207.0,983.25,128.0,1730.25,1036.5,8.0,81.14999961853,0.8735885336185425,14,3,Thursday
2004-03-11 15:00:00,2.2,1310.0,79.0,8.826222726457212,932.5,184.0,1081.75,126.0,1646.5,946.25,8.325000166893,79.799999237061,0.8777844450980445,15,3,Thursday
2004-03-11 16:00:00,2.2,1291.75,95.0,8.301413416761816,911.5,193.0,1102.5,131.0,1590.75,956.75,9.7000000476837,71.150001525879,0.8569381279436317,16,3,Thursday
2004-03-11 17:00:00,2.9,1383.0,150.0,11.151581216129404,1019.75,243.0,1008.0,135.0,1718.75,1104.0,9.7750000953674,67.624998092651,0.8185012074753434,17,3,Thursday
2004-03-11 18:00:00,4.8,1580.75,307.0,20.799216861460543,1318.5,281.0,798.5,151.0,2083.0,1408.5,10.349999904633,64.174999237061,0.806543633173666,18,3,Thursday
2004-03-11 19:00:00,6.9,1775.5,461.0,27.359807493586764,1487.75,383.0,702.25,172.0,2332.5,1704.0,9.6500000953674,69.300001144409,0.8319211444100879,19,3,Thursday
2004-03-11 20:00:00,6.1,1640.0,401.0,24.017756935949222,1404.0,351.0,742.75,165.0,2191.25,1653.75,9.6499998569489,67.75,0.8133139353625914,20,3,Thursday
2004-03-11 21:00:00,3.9,1312.75,197.0,12.779368248758171,1076.25,240.0,957.25,136.0,1706.5,1284.75,9.125,63.974999427795,0.7419242244892506,21,3,Thursday
2004-03-11 22:00:00,1.5,964.5,61.0,4.707071919244755,748.5,94.0,1325.25,85.0,1332.5,821.0,8.1750001907349,63.39999961853,0.6904844466414399,22,3,Thursday
2004-03-11 23:00:00,1.0,912.75,26.0,2.6457215096105893,629.25,47.0,1564.5,53.0,1252.25,551.75,8.2499998807907,60.824998855591,0.6657443604063102,23,3,Thursday
2004-03-12 00:00:00,1.7,1080.25,55.0,5.85480151426304,805.0,122.0,1253.5,97.0,1375.0,815.5,8.3250002861023,58.525000572205,0.6437636096330573,0,3,Friday
2004-03-12 01:00:00,1.9,1043.75,53.0,6.37429750967153,829.0,133.0,1247.25,110.0,1378.25,831.5,7.7250001430511,59.674999237061,0.6307660602738635,1,3,Friday
2004-03-12 02:00:00,1.4,987.75,40.0,4.132341795103469,718.0,82.0,1395.5,91.0,1303.5,691.5,7.125,61.799999237061,0.6275973687868803,2,3,Friday
2004-03-12 03:00:00,0.8,888.75,21.0,1.8694446351370275,574.25,51.5,1680.25,61.5,1187.0,512.0,6.9750000238419,62.27499961853,0.6261075278097894,3,3,Friday
2004-03-12 04:00:00,0.7,831.0,10.0,1.0682926116418547,505.75,21.0,1892.75,32.0,1133.75,384.0,6.1000000238419,65.900001525879,0.6247536319724682,4,3,Friday
2004-03-12 05:00:00,0.6,847.25,7.0,1.0224145989759523,501.25,30.0,1894.5,44.0,1154.75,394.0,6.2749999761581,64.97500038147,0.6232823211022999,5,3,Friday
2004-03-12 06:00:00,0.8,927.0,17.0,1.83043122583498,571.25,56.0,1684.75,71.0,1222.75,486.5,6.75,62.949999809265,0.6234275392144519,6,3,Friday
2004-03-12 07:00:00,1.4,1090.5,33.0,4.359340996864498,730.25,109.0,1387.0,104.0,1360.75,748.25,6.4499999284744,65.075001716614,0.6316281144389537,7,3,Friday
2004-03-12 08:00:00,4.4,1587.0,202.0,17.865586704833834,1235.5,307.0,896.5,141.0,1900.25,1400.25,7.3250000476837,63.14999961853,0.6499331393073879,8,3,Friday
2004-03-12 09:00:00,3.75,1544.5,205.0,22.074162063223632,1353.0,247.0,767.25,131.5,2058.0,1587.75,9.2250000238419,56.199998855591,0.6560651189171942,9,3,Friday
2004-03-12 10:00:00,3.1,1350.25,208.0,14.02701136675159,1117.5,187.0,912.0,122.0,1711.75,1237.0,13.224999904633,41.749999046326,0.6319501309937225,10,3,Friday
2004-03-12 11:00:00,2.7,1262.75,166.0,11.645646559704057,1037.25,216.0,969.0,143.0,1598.25,1166.5,14.325000047684,38.449999809265,0.6243042942153901,11,3,Friday
2004-03-12 12:00:00,2.1,1206.25,114.0,10.224662143952829,986.0,143.0,1034.5,113.0,1537.0,959.0,15.025000095367,36.5,0.6195323226057363,12,3,Friday
2004-03-12 13:00:00,2.5,1251.5,140.0,11.03993603930084,1015.75,160.0,1007.5,116.0,1592.75,983.0,16.100000143051,34.474999427795,0.6261647401566796,13,3,Friday
